@relation 'train-set'

@attribute 'Document Text' string
@attribute subtask_b {"TIN", "UNT"}

@data
' and this coming from the sick puppy liberals at the beast',TIN
'  probably have their violent liberal antifa in full force showing us just how much they really care about any humans nope ill never fall for their fake sympathy garbage as long as they pay to have strangers beat to a pulp by kkk hooded thugs never',TIN
'trump was walking towards a crowd excited to see him he was reciprocating the love that moment was about the reception not 911 it was genuine and honest barack is nothing more than an actor who fakes crocodile tears to call for gun control',TIN
' thanks for being a bad bitch we can believe in ',TIN
' and he is planning to run in 2020 joe lost his natural mind',TIN
' that asshole has so much nerve unreal',TIN
' talk about a kangaroo court is this what you liberals want one persons word able to destroy another persons life with nothing to back it up if so youre sick',TIN
'who does your hair only asking as my pussy is getting bald and i am thinking of trying some new comb over to hide the worst of it  oldageproblems maga ',TIN
'    who has what to lose this entire thing is to block kavanaugh because he leans a bit to the conservative side and was nominated by trump this is the liberals playing games if you cant see it youve been brainwashed by mainstream media',TIN
' he should be ashamed of himself  did michael moore start the term on the internet called a troll  i think he is an ancient troll that is coming into his age with the liberal hysteria and their guided ignorance',TIN
'  speaks in nothing but dog whistles who does she think she is fooling',TIN
' get shit poppin',TIN
'   mcenroe is a fucking legend and he hurled abuse at everyone now he appears in commercials yelling at people and movies yelling at people he is an icon do you think it is fair',TIN
' i believe he asked people 2 vote out aishwarya bcos she is mentally unstable n has mood swings',TIN
' the reason liberals should be deported they are just to sick and twisted to fix',TIN
' are facts a dangerous line a hate trump liberal activist makes a 37 year old claim that is completely out of character for judge kavanaugh and we should not question it this is a total scam and i am fed up with liberals turning our sc confirmations into the jerry springer show',TIN
'   jokes are funny if the person saying them does not really hate whites and christians  that a national past time for liberals these days  funny stufffor the louis farrakhan crowd  racist crap by any barometer',TIN
' i am 1001 you ass',TIN
' and how much will you have to say once you are in jail  your whole family are criminals',TIN
' you at the prospects game fatbastard',TIN
' i thought it was because you werent very funny and lacked in talent as a comedian',TIN
' oh no is he going to start painting hideous pictures like  and peddle socialism and gun control for everyone but himself ',TIN
'    liberals are vile vicious and disgusting ',TIN
' just plain stupid she thinks she is being clever but come the next ge the public will make the tories pay by casting them into the political dustbin for yrs to come see how smug she is then',TIN
' eyes sitting here thinking he has a killer porn stache',UNT
'  its hilarious that liberals think theres an equivalency between using senate rules to keep a nominee from being voted on and bringing someone out to accuse a nominee of sexual assault 35 years ago once again just showing how sane you are',TIN
'   not just liberals there is minority of republicans with more brain cells than a rock',TIN
' he is satan',TIN
' you need to leave a lot of shit in the past lol this tweet is literally made for you',TIN
'a 5th columnist always imagines himself as a patriot that how traitors rationalize perfidy   clearly the deep state  the steady state  the swamp  or whatever you wish to call it sees itself as above such nuisances amp trivialities as elections  maga',TIN
' carrey should be shut up for good',TIN
' because he did not do any think sorry that not true you and obama screw the american people when ever you could',TIN
' 18 usc sec 2383 et al time to press federal criminal charges on eric holder and the other swamp scum ',TIN
'   saul does not suffer fools and he is impatient with people who are too lazy to read and learn',TIN
' you are such a losing democratno one believes what you sayyou speak well but part of crooked democratspers trump has done more for the usa than any other president put togetherloser',TIN
'1 how is that gun control working in chicago   2 only the military has access to assault weapons   is your ignorance from old age or are you still working for the chinese ',TIN
'   like hell he is hurt do your job  randy orton  do you have ears',UNT
'   youre a fucking idiot',TIN
'   he is a sick individual i dont care if he is the pope or the trash pick up guy sick and bring to justice',TIN
'a big thank you to all these stupid celebrities events like this will only serve to help republicans in 2018 and 2020 elections  maga    ',TIN
' mom better watch out for the morons hands he has at least 17 accusation of sexual harassment charges he is also affected by pee stained skin due to his liking to be peed on',TIN
' he is competing for worst president again',TIN
' you are like a real life cartoon character i love and respect the shit out of you for it keep doing you',TIN
' and until you gain a greater understanding of that hatred  and how your blanket endorsement just by putting maga and expressing your ignorance to platform by putting anti openborders in your bio  youre going to get hatred in return',TIN
' she is a biggest thing she as fail everywhere else',TIN
' gonna boo his ass regardless now',TIN
' girl bitches aggravate me',TIN
'  you been reading q again  right thats what q says i believe it too but still sessions is virtually invisible rr is there to stay he is not going anywhere even when the fisa docs released to public wont be covered at all by the shitstream media nobody will ever know',TIN
'  it is easier for pod to believe both sides are terrible then he does not have to honestly look at the conservatives',TIN
' i lived through the era where conservatives literally tried to argue that gay rights would cause the collapse of western civilization no exaggeration  they used he fall of rome as their example somehow  they now want to pretend that they did not vilify us  ugh',TIN
' hitler would be so proud of david hogg ',TIN
' shit you right face with tears of joy',UNT
' you are killing me we landed in phx 30 min early from san and have been sitting on tarmac for 40 min now officially late looks like i am going to miss my connection to oak this sucks',TIN
' i call her the negative nellie who lives in my brain i constantly battle with her she is a creep',TIN
' hes butt hurt just like hrc',UNT
' chicago already has the toughest gun control laws in the country democrats want to disarm law abiding citizens but criminals will always have guns',TIN
'     liberals dont address they insult and attack',TIN
' too many republicans conservatives perennially bringing a knife to a gun fight is how connecticut has ended up a basket case state  if you cant stomach matching your adversaries aggression level you will get steamrolled  every 4th grader knows this',TIN
' he does not want to give anything to potus',UNT
'   nice that is so true no life trump haters funny thing is trump done everything good for americans and america yet these anti americans put trump down amazing that people act like trumps the bad guy evil is the liberal  democrats amp the band of haters antifa blue wave',TIN
' why are you telling them to not do this i encourage antifa shits to try this and get dropped less of them the better',TIN
' we are playing clue based on a high school party in the 80s when a federal judge was in his teens  does anyone really take this seriously',UNT
' damn is she ugly',TIN
'    also jaclyn is either crazy stupid or she is straight up lying to people about the morphe return policy that is also deceptive and predatory',TIN
'   she is really talking nonsense can she talk like this for bible and quran',TIN
' this is not a new tactic for the left  this is actually their go to tactic they have used throughout the decades this is a playbook right out the nazi socialist playbookthe democratic socialist are todays neo nazis aka antifa thegreatawakening maga qanon',TIN
'soooooounds like an awesome plan   next he is gonna be pulling money from medi care amp pensions to pay for all the golf cart rentals for his  detail that watches him struggle to stay on the fairways on all the golf weekends he swore he’d never have time for maga ',TIN
'  i kind of feel like antifa are terroristsbut maybe im overstating it lol man shrugging',TIN
'  you know what was not in his apartment after him and that the fucking problem',UNT
'  just saw it still vague though he does not confirm if he is done or not though',TIN
' holder should be in prison',TIN
'    lord of the pies should kept his c*ck holster shut  nobody gives a toss what you hollyweirdos have to say  maga',UNT
'  such a fucked night ',UNT
' so you are saying this official is suppose to go back and recall every other violation that was let go and than rule  silly ass argument  she was out of line he called it  that like saying billy martin did not get thrown out in 1975 so how can buck showalter get thrown out',TIN
' pres trump has the right to release classified docs if it proves this investigation was biased before it began its almost 2 yrs later and mueller has nothing on trump damage of his presidency has occurred due to the liberals who are against him',TIN
'    you are so pathetic',TIN
'10 restaurant diners fatally shot in corpus christi with 357 ruger blackhawk revolver the nra calls gun control research unethical',TIN
'       louis farrakahn called he said you are doing a great job of parroting his ideas means you do not have an original thought and that you are actually the puppet here',TIN
' its kind of like when a mean old woman says that a pretty young one is ugly and untalented just because she is washed up and will never look like that again for one thing its catty  secondly  it makes her look like a jealous hater and has been montel',TIN
' shit does not feel real to me then again life is very whack and i do not like how it is set up to begin with so idk',TIN
' liberals have truly outdone themselves with this stunt absolutely disgusting',TIN
' i think donald trump is a disgusting disgraceful pig  shame on him thinking that he did so much for puerto rico  he failed us  and he is a failure as a so called president  he did nothing but talk bad about puerto rican he does not understand that pr is usa territoryjerkoff',TIN
'                                                  how an evangelist speaks when he is filled with holy spook ',TIN
'                     ya too bad the democrats had to bring back nazi tactics and nazi brown shirts in the form on antifa ',TIN
' bonos attempt to inculcate the masses in his later life epiphany senility has certain markers i guess bono has made that clear now   sad flushed facethinking facethinking face',TIN
' the ratings are low because of people like you amp the other guy making fun of conservatives this is one reason why trump won  you people just dont get it amp pitiful amp shameful',UNT
'  this is a teacher or nut jobyou be the judgebut remember she is influencing young minds',TIN
'roy moore allegations from far distant past  bezos bunny satire drellenbrandt maga dr melissa bunny  via a medium  tells us from beyond the grave about 35 years ago  jeff bezos put his hands on me  cut my head off  and cooked me as hasenpfeffer for dinner rabbitrabbitrabbit ',TIN
'antifaanonymous are coming for you  ',TIN
'   antifa facist do not let these mean anti americans use a fake title they are facist',UNT
'  could anyone expect anything less from a fool like j rubin incompetent hair on fire libs cost people their lives and blame it pres trump',TIN
' the cunt who 1st eu is doing it ',TIN
'     lmao you are too dumb forgive my manners but this pile of shiit you just said can give cancer ',TIN
' i bet the first ones she calls when she is being robbed is those very same policepouting facedouble exclamation mark people are freaking stupid  face with rolling eyes',TIN
'    dont feel sorry for her she is so greedy she even hides her patreon amount and dumb kids keep donating for watching her playing games and whispering into a mic',TIN
' screw you and that keep up shit honestly face with tears of joy',TIN
' u a cold bitch',TIN
'20 crazy things liberals blame trump for  via   unhinged blame everything on our president',TIN
' i was think she jisoo but i am focused i found she is taeyoun',TIN
' i hope this shit does not become a trend keep the beef on wax homie or at least call and yell at each other on hot 97 like 50namp cam did ',UNT
' he has no social graces that is why he was shunned by ny proper everyone knows hes white trash with a little money   he does not know how to act and makes everything about him always he is just a me me me  pos that is an embarrassment to the usa',TIN
'  when one of those sides is white supremacists then it shouldnt be hard to say that one of those sides is the wrong side now stop trying to equate antifa with white supremacists it just makes you look more like a white supremacist',TIN
' we get shit transported from africa niggas told me they seen venomous snakes iguanas a beetle the size of a car tire lmaoooo man facepalming medium dark skin toneman facepalming medium dark skin toneman facepalming medium dark skin toneman facepalming medium dark skin tone all kinds of shit',TIN
' this girl called herself tryna call me ugly i had to show her how ugly she is',TIN
'  you’d also know this is not about women at all b c democrats do not call for justice for women assaulted by democrats when there is both evidence of injury amp police reports you’d know dems only demand conservatives be found guilty upon accusation you’d know this is all political ',TIN
'   way more accurate than most theoriesmost history ancient egypt ect is all made up bs  it is all been fabricated for us i do not claim to know whybut if you start looking into history ect there no fucking proof of anythingenjoy the showour consciousness is def changing doit',UNT
' krazee right wingers have the nerve to bitch about antifa',TIN
'   or you could legislate some common sense gun control and tone down your racist rhetoric',TIN
'democrats and their double sided hypocrisy is this any surpise maga confirmkavanaugh  pjnet ',TIN
' you will not win texas does not need a liberal everything liberals touch turns to crap',TIN
'    the metoo has been ruined by hateful demonic democrats  its now been weaponized against men  disgusting how democrats liberals ruin everything they touch voteredtosaveamerica maga',TIN
'  this unfortunately is the real way democrats feel about blacks if they could they would put us all on the plantation socialism is making citizens slaves to the government the conservatives will never let that happen this very kind of treason is why we have the 2 amendment',TIN
'  mental case for sure',UNT
'   what bhagwat tells shakha minions and what he says to rest of the world are two different things sanghi goons will keep on raping and killing but the stupid liberals will think sanghis are  not that bad dont get taken in by his lies else next 5 years india will disappear',TIN
' hell yeah it fuckig is',TIN
' risking his own ass lol',TIN
' the democrats are becoming more despicable by the day there is no bottom to their vitriol and lies barrel  why liberals go along with this makes no sense',TIN
'        right im stopping replying to anymore of your nonsense but going to keep following you to warm others of your dangerous take on society   you pal are the biggest fake going and been proved and just like all the rest of antifa are bloody dangerous',TIN
' he is trash himself to do that',TIN
' i breatge in kpop stan u nigger',TIN
' democ rats are pulling the anita hill trick to derail the judge kavanaugh confirmation it will not work get over  triumph you communists will not destroy the usa maga',TIN
' he is not a troll he is simply dumb but i am enjoying it i love tweeter for this rolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughing',TIN
'  hillary was blaming women not too long ago  better hope the uneducated dont show up to vote again    it isnt so much that liberals are ignorant its just that they know so many things that arent so',TIN
'  i support jahs blessings on his hussle he is d bomb',TIN
' if that was my missus horse he’d fuck right off and have us chasing him like bell ends',TIN
'maxinewaters trump ‘has displayed the most despicable behavior that any human being could do’  maga',UNT
' it really sucks when commies atheists liberals refugees and anyone who isnt one of us uses our precious tax dollars',TIN
'       that a blatant lie antifa is the worse hate group look at what they did at berkeley university in california they nearly destroyed it over a guy they disagreed with it was not the kkk or white supremacy they are shutting down free speech',TIN
' slap the shit outta her',TIN
' and who would listen to a man that robbed american taxpayers of millions of dollars and gave it to iran  not me',TIN
' well she is better looking than the lying chicks lawyer',TIN
' the hate really takes a toll on these people physically most of these unhinged liberals do not look well 24 7 fake news armageddon coverage is sucking the life out of these people i feel bad for them',TIN
' croatian presidents bikini photos worlds hottest president ever ',TIN
' wow  you didnt look up permanently and suspends before placing them next to each other in a fucking headline youhadonejob',UNT
' yeah gun control act of 1968 also uses a lot of innuendoes for black people and ghettos in its text',TIN
' i found out today that jesus is not white and so now i ca not go to church on sunday and i ca not watch football damn obama liberals',TIN
' what happens next is whoever inthe gop votes against him gets destroyed and we vote more republicans to the senate to ensure margin of victory for amy coney barrett liberals worst nightmare',TIN
'  landon sucks i asked him for my birthday if i could play with him but he never got back to me so landon you suck',TIN
'   trudeau liberals have no rules  time to oust them',TIN
'  liberals dont give a rats ass but having power period they cry over everything that doesnt go their way',TIN
' francis must be forced aside the church needs to be cleansed top to bottom',TIN
'republicans conservatives  wet dreams step 1 confirm predator as scotus judge step 2 eliminate womens choice step 3 eliminate non whites voting rights step 4 eliminate womens voting rights step 5 end immigration',TIN
'   both do not support medicare for all    both voted against the dreamers    both voted for the racist police brutality bill    both voted to give donald trump and even larger military budget     both did not do a thing on gun control    both voted for the racist payday loans bill',TIN
'  it doesnt matter who said it  you are correct   if anyone that stupid to out your life and families lives in jeopardy based on politico dam fool',TIN
' feinstein and schumer are political assassins  thank heavens that  has been able to give a few in the gop courage to not fold this far  conservatives need to hit back hard on these political criminals',TIN
'  the active duty personnel i know think he is a dangerous fool maybe 100 of racist military klansmen support mr traitor pants',TIN
'   this is insulting im black and fully capable of getting ids what makes you think that we cant  lets be honest this is about liberals mostly white 1s that want to appear as saviors and vanguards for minorities its about protecting your fraudulent votes',TIN
'     she is so calm amp patient that greatkeep it up do not mind people bc everyone has their own viewpoints on each aspects of life',TIN
'  miriam',TIN
' demon craps just cant get over the fact that they are not in chargetheyre delusional to think something that will effect the country in such a profound way will just be bargained awayamericans have dreams that come first over illegals',TIN
' frankly i hate that argument gun control healthcare student loans tax policy climate change social security medicare even car emissions and mileage there is a clear difference on each and every policy',UNT
'  she is as dumb as she looks',TIN
' kirinodere and the curious case of the fucked customs fees 10 10 good book',TIN
' i cackle at something different shit every time i watch it lol',UNT
' this is the realest and tealest shit ever eric da gawd',TIN
'  she is a clown face',TIN
'i hate the democrats but they do fight like h3ll everyday  rs are making so much from lobbyist they dont give a damn what we want  im ready for maga party   but we have to get trump elected 2020 and keep democrats out till 2020 ',TIN
'  end of story   where is the lying liberals witness thinking face',TIN
' conservatives believe attempted rape is a form of flirting  that why we are getting all the if you look into my past you wo not believe what i did nonsense',TIN
' fuck russ 110',UNT
' youre full of s*** its the liberals paid by soros who are doing those things',TIN
' iya risi in my area didnt get the money she is a widow with 5children and all attempt to get the money proved abortive isnt this a scam',TIN
'  that exactly what you evil liberals do you try to intimidate people so they can step down i guess bullying is ok when it is done by liberals',TIN
' of course she is making money on the situation she is a dem they have no values but greed and power',TIN
' if you move ahead with kavanaughs nominatin without more information you are committing an ethical and legal violationu violated the constitution with merrick garland amp now this horrible candidate who says precedent can be overturned wait for more info amp be sure',TIN
'  why the fuck do you cover american politics more than canadian politics  is a fucking disgrace report news all news not just the stuff that makes conservatives look bad and ignore the stuff that makes liberals look bad',TIN
'231 years later the liberals wants to do away with it ',TIN
' let me nigga fish in peace damn',TIN
' holy shit you met michael jordan',UNT
' yeah way to ruin the fucking hype this is why you werent invited to dennys after we finished with andreas lol',TIN
' and here me fucking ya mom ',UNT
'  i wonder if antifa will be rioting in the streets after they find out how corrupt the government is',TIN
'  thats silly when the 90s cartoons made him popular as fuck',TIN
' may as well ignore her since all we are doing is giving her the attention she so craves  she was such an adorable child but she never had a good enough body for nude love scenes so now she is searching for the attention she desires with bovine fecal posts',TIN
'  glad i wear wranglers so what gun control would you propose that will stop the criminals',TIN
'  zero evidence lmaooooooo i love seeing liberals squirm at shit like this face with tears of joyface with tears of joyface with tears of joy',TIN
' democrats cut funding cia goes around it thats how its done conservatives who play by the rules will get fucked up  every time ',TIN
'   lock her up haa looool cannot wait what a blatant lie somebody is scared boy if that f******* b****** trump gets in  we all hang from nooses who remembers that one cant imagine the anxiety she is feeling makes me smile',TIN
'    you ignored my question  which is crucial to the argument once sensible gun control is imposed and another shooting occurs  do you truly believe they will not push for further restrictions',TIN
' liberal dictionary   illegal immigrants dreamers  trump supporters deplorable dregs ms 13 killers human beings  babies in the womb not human beings  antifaprotestors  law abiding nra terrorists  bill clinton feminist  brett kavanaughpredator liberalism=a mental disorder',TIN
'  liberals are sick people',TIN
'another attempt of the dems to hide the truth of abuse against women  where is the me too movement on this verified abuser of women  metoo are they just another extension of the soros groups like antifa kkkquestion markquestion markquestion markdouble exclamation mark ',TIN
' antifa would burn a conservatives house down and cnn would be there lighting the torches amp throwing gas on the flames',TIN
' rosier has played like straight fucking garbage i mean he was tolerable at most during the undefeated run last year but ever since pitt he is shown how much of a scrub he is and richt is scared to death to start perry',TIN
'  i understand i sound cold but i love nintendo this money grubbing bastards cat face with tears of joy',TIN
'democrats and liberals do not give a damn about  allegedly committing physical violence on his ex girlfriend but they all rush to discredit kavanaugh for a 35 year old vague 11th hour accusation walkaway hypocrites',UNT
'downwiththedemocrats democratshateamerica democratsaredangerous votedemsout voteredtosaveamerica from the loco liberals amp tds  let all true conservatives amp all who chose to walkaway prove that liberalismisamentaldisorder and needs to squashed like a bug votered2018 ',UNT
' thats because you liberals have no morals anything goes with your kind drugs sex child endangerment',TIN
'   arrest her immediately she is a wicked crazy democrat',TIN
'  and he is shuting up  dont mess with yumi dont ever mess with ms yuzuki',TIN
'lol     ted cruz thinks texas voters are stupid  says beto orourke will ban barbeque from the state of texas  resist   maga    ridiculous   ',TIN
'  right politics has no place in anyones reproductive organs or their sex lives',TIN
'  good for her  thats some fine gun control double tap to an ass',UNT
' truly he had that sly  self deprecating humor and swagger like you said  very american',UNT
'  fuck you you are disgusting animals and your editor who approved the news is a bag of shit',TIN
'     all vince cable has to show for getting into bed with the tories is a ridiculous knighthood',TIN
'pretending you have dementia to own the libs maga ',TIN
' holy shit thank you so much up until the mine craft i that that because it wasnt on tv anymore that it had ended i was very very wrong',UNT
' i think i’ll blame all the dumbasses for gun control',TIN
' his legacy is crap why would anyone want to save crap',TIN
'if i have to tolerate ur loud ass maga merch dont say shit about my nike anything kiss my ass',TIN
' its really slowing me down i wanna ask if i could just bring in my personal mac and use that as my work computer but i dont wanna seem like that apple snob but im over here shook',TIN
'  cant stand to listen to that puke i change the channel when he speaks he believes his own liestheyre all nuts leftwingliberaldisease walkaway voteredtosaveamerica  united statesunited statesmaga united statesunited states',TIN
' i come from a long line of bigots and morons its hard to grapple with at first but it gets better fill the void with fundamentally decent ppl and you will eventually realize you are better off for it',TIN
'   oh so now you are comparing a government law enforcement agency which is subject to constitutional laws to a private corporation yeah that makes sense wait no it does not stop talking you are a complete imbecile',TIN
' am eye see kay he why am oh you ass he',TIN
' unhinged  no  hes just a fat pos slob who lucked out going against conservatives making tons of money in the process  as an opertunist a very smart opertiunist who knows how to use amp shovel bs to the liberal left  its good business these days amp hes eating it all up',TIN
' i love yo cute ass',TIN
' another lie anything for a diversion',TIN
'theferalleft liberals continue to infiltrate indoctrinate kid shows dont hire these mentally ill hemorrhoids ',TIN
' on everything that shit is really sad smh',UNT
' every time i hate it its the most horrifying feeling it happens to me when im dozing off then i jolt wide the fuck awake    ',TIN
'                                                 you did not read the whole thing most white mass shooters are not even considered terrorism because there no political agenda to their murder like dylan roof',TIN
'  rolling on the floor laughingrolling on the floor laughingface with tears of joyface with tears of joyface with tears of joyface with tears of joy he is a communist fool',TIN
'  funny how on top of things you are trying to show you are when its white republicans in the path of the storm an entire island was just left to fend for its self for 13 days before help arrived  trump is a fake president',UNT
' ah classic antifa behaviour of trashpeople =',TIN
' who cares what a union leader has to say big kate do u fawningly report lefty concerns  because u and the left promoting cbc r doing the trudeau liberals bidding againu r a cbc liberal party shameful',TIN
'   why did the democrats have to jam far left liberal judges down conservatives throat every liberal judge should be investigated all the way back to grade school the only lowlife here is you',TIN
' this will be settled and will never see a jury we will never know the truth maybe she grabbed him first while swapping spit or he is really that stupid to just grab her either way i doubt we will ever know the complete truth',TIN
' boycotting nfl for the rest of my life',TIN
' god he is terrible',TIN
' amazing how much money is being thrown at this guy by liberals freaking out beto epitomizes everything that is wrong in america vote cruz',TIN
'  bloodsport who can forget the monologue by jackson describing this big monster and to think he is in his 60s now',TIN
' hey bono  why not turn your dublin hotel over to refugees asshole',TIN
'  because she is nothing more than an opportunistic lying sack of human waste paid by the left  turn off your tv ed',TIN
'   oh yeah so im sure youll wait a certain amount of time before talking about gun control right im sure youre saying the same thing to all the people using the dead to push laws that do nothing right',TIN
' likely shift he is a political operative for the gop this will be a life long dream for many who have been working towards this outcome for decades it is sad',UNT
' what an actor joe biden isand that alll he is  a fake phony actor  get off of the stage joeyour time has come amp gone  we dregs of society could care less about what you preach',TIN
' a bat my nigga',TIN
'       and your president respects all of that you liberals do not',TIN
' hopefully it is joking  i hate boycotting the leftist entertainers but i do  stop saying stupid stuff',TIN
'   as a kid of legal immigrants i can attest you are 100 correct they follow the law to the letter in most cases because they worked so damn hard to get her legally they wo not do anything to risk their status the illegals have contempt for our laws and pull the scams 24 7',TIN
'  liberals didnt want to hear from juanita broderick  she was ignored liberals dont want to hear from keith ellisons accuser  double standard',TIN
' eric and hussein just need to stfu and go away too many americans died as a result of their fast and furious gun running scheme gone bad eric even defied congressional subpoenas with husseins backing despicable',UNT
'  thats why i was so disgusted with him today i dont know why he thought this was a celebration but he thinks everything is about him i wont ever be able to forget the horrible things that he is done',TIN
' complaining about sps comments and blames the media for himspath feeling a certain way and not actually reading an article basically saying shea doesnt know shit and basically he should shut his mouth',TIN
'   i fuck with this hard',UNT
' he didnt say that when he raped his daughters friend 16 years old and not too long after she committed suicide',TIN
' she is such a witch',TIN
'   i have been thinking about it and its not inconceivable that someone was trying to meddle with peoples minds regarding gun control i am double minded about the use of arms because i am a peacemaker shoot once and you could start a big war gt2',UNT
' josh i am not fucking a loli robot',UNT
'   traitor whoever he or she is',TIN
' conway say it louder for your fellow maga trumpkins because they are the horrible peiple insulting her ',TIN
' does these idiots actually listen to what they say  sucks',TIN
' hillary clinton will be potusoops',TIN
' what are you doing joe i swear it seems like he is doing this shit intentionally to show us fans up or put us in the hospital for heart attacks everybodyin ',TIN
' live westminster utter bulshit conservatives cear nothing of the people living in social housing just look grenfell amp its tenants need say no more merits speak louder than words amp tory words are empty promises',TIN
'  you are name calling a decorated disabled veteran   shame on you know your subject before making slanderous remarks',TIN
' gonna call bullshit on that one',UNT
'  do you hate him that much he is our president',TIN
'  she is a blind fool make america great again america first americans understand the difference we the people voted for donald j trump the ex clown face obama policies was a complete failure lets seat back and enjoy the clown face show starting barack obama',TIN
' i know sex sales and we all know ridge was going to choose his daughter jmo i wanted hope to get it',TIN
'   farrakhan has refered to white people as blue eyed devils will not even repeat what he has said about jews he is anti semitic',TIN
' carrey is looking more like a tranny every day ',TIN
' fuck em all complete morons',TIN
' thats what lindsey graham uses for a butt hole',TIN
' *click*  fuck you',TIN
'  this guy embezzeled at least a trillion dollars from the american people he is a divider of people he is full of hatred for the american people this guy cant be trusted look at our people that was in bengazi  they trusted him and most of them died',TIN
' again another b******* story no one is watching football because of this a******',TIN
' i think she really knows now but she is in denial',UNT
'releasethecures declassifyfisa united states itstime lockthemallup wwg1wga united states greatawakening  winning qanon maga why james comey knows hes going to be indicted   9 14 18   youtube ',TIN
'1 end the war on drugs 2 slash the shit out of taxes across the board 3 repeal unconstitutional gun control laws ',TIN
' and i will never watch your movies again because you are a maniac',TIN
'   the nov election will tell the tale  msm laud antifa  alt media expose them as soros shill shitheads',TIN
' this just proves that liberals have no shame whatsoever he is a deceiver and a proven liar has the nerve to speak of casting a shadow',TIN
' the devil made me do it the ugly face of liberals i feel sorry for the innocent honest ones that are just brainwashed',TIN
'secondamendment i saw the dems in the kavanaugh hearings bring up common sense gun control  time after time  is a chicago guy chicago has some of the very toughest gun laws in the country  yet its the gun violence capital of the usa how about this dick  ++',TIN
' she is a parasitic lump',TIN
' carrey is becoming weird like peewee herman',TIN
' and yes having less access to guns drops suicide rates and accidental injuried snd desths  this can be proven by looking at every single country that has strict or better gun control  unkess you want to prove otherwise that these countries are just as bad',UNT
'                                              he also clarified that there is the water birth when we are physically born then there is the spiritual birth which is obviously when we spiritually die to our sinful flesh and be reborn sinless after being cleansed by his blood at salvation when our sin debt is paid praise god',UNT
'     you are all rapid dogs zany face',TIN
' fudge reportthen apparently she is not a socialist as you and your kind label her and is a successful capitalist but with much higher morals and opportunities for society you have the dumbest followers',TIN
' can you say insanity lockthemallup handcuffsforhillary maga ',TIN
'   your continual use of left liberal progressive on your show are euphemisms for the democrat party who owns them until deny them amp ideology  you are lying to the public by not calling a spade a spade',TIN
'  this is ridiculous she is going to have to vote for him at this point or it will be apparent she accepts bribes',TIN
' you said it theyre trying to prove that cheepika is goddess and everyone else has nothing to offer it tells everything about how insecure they are as fans now their target is alia because they know how good she is alia being so good is threat to their so called goddess',TIN
'  he is virtue signaling playing with young minds he also thinks he can weaponise it in an attempt to stop brexit   is a disgraceful vile man to be honest he doesnt care who or what he uses to get what he wants',TIN
' as he should the world doesnt stop because you liberals wanna hijack a process and delay at all costs',TIN
' molested me 35 yrs ago when i was 11yrs old i didnt want to say it till now she should thrown in jail according to liberals amp metoo you have to accept my allegations blindly there i said it confirmjudgekavanaughnow senatorfeinstein democratshateamerica ',TIN
' this is just disgusting but it sounds like you are absolutely right i do think that even liberals are starting to realize this is all a political game',UNT
'  money better spent on american mental health or gun control sandy hook vegas concert theater shooting church in sunny springs',TIN
'  its a pretty awesome movement imagine if all mens rights wanktavists just fucked off to the woods and spared everyone their bullshit thered be fewer abusuve relationships and messed up kids the sooner all the men like that go their own way into the fucking sea the better',TIN
'  fuuckkkk youuuuu',TIN
'  chloe shut the fuck up seriously get a fucking life and leave us alone idk how many time we have to fucking tell you bc you clearly you do not fucking get it',TIN
' the democrat years in power we remember those women well too bad liberals are hypocrites of the worst kind',TIN
' how paranoid has one person to be to think that fucking yale is a kind of antifa hq',TIN
' i was on some shit last night',UNT
' 2a and putting an end to these antifa fuckwits pardon the language',TIN
'  show me a gop trump supporter mass shooter  you have a problem with me drawing and taking out a active shooter  when i was growing up in ssf you could open carry  then the black panthers freaked out your elder liberals at the time and they took that away from us',TIN
' are conservatives in kansas joining in on claiming christine blasey ford is making false accusations while supporting  at the same time  cus that level of stupidity is the hallmark of the ',TIN
'      unicorns and antifa and rainbows and socialists and puffy hearts and feminazis and sunshine and pussy hats and most of all resist face with tears of joyrolling on the floor laughingface with tears of joy',TIN
' i love only one 1 bitch you ',TIN
'  so how do propose a ward deal with this put the gay lesbian youth with the opposite gender or segregate them from the other kids entirely awful idea i am just going to assume  has more experience and knows what he is talking about here',TIN
' guess he forgot to walk the liberal plank',TIN
'   was spreading fakenews about  fyi maga',TIN
' the liberals took over  slightly frowning face',TIN
'  i hate 7 year old faggot logan fans like you',TIN
'    another village missing its idiot face with rolling eyes',TIN
' they are false this is what the democrats do best confirmkavanaugh maga drainthedeepstate',TIN
'  right shoot the messenger dont go after the homosexual rot in the clergy  bergoglio  go after the man   archbishop vigano   who exposed the homosexual rot in the clergy satan must be having a really good laugh over that one',TIN
'19 professors and students murdered in connecticut with 223 bushmaster xm15 e2s rifle the nra blames gun control laws',TIN
'   he is fake lol',TIN
'   you are the embarrassment who should be kicked out of the ',TIN
' and i you ya sexy lady you ♡',TIN
' me and bronbron are cool now its ok if he eat ass lakergang',TIN
'  you do know what the chant puto means dont you fined three times means its not acceptable both are being bullies one was done by one player the other done by the culture of a country',TIN
'  this is all just another fraud put out by the democratsthis woman is lying to help her partynothing but a liberal nutjob who would say anything to try and keep the conservatives from having the majority on the scotus',TIN
