@relation 'train-set'

@attribute 'Document Text' string
@attribute subtask_c {"OTH", "IND", "GRP"}

@data
' look up kavanaugh  stop this shit maga ',OTH
' face with tears of joythat zombie walk was a little scary remember when that zombie said he was going to eat shon buttskull',GRP
' i knew i would not like what he did but i never ever thought that every single republican but sit by and let him do what he is doing now regarding everything that you mentioned in your tweet pretty',IND
' he knew the email were released earlier just pandering to his ignorant base',IND
' oh i never had any doubt read all about the dirty wars toohe is a slovenly pos jesuit who worships satan',OTH
' antifa simply wants us to kill them by the way most of us carry a back up and a knife',GRP
'  occupy wall streetwhere women got raped',GRP
' you are a disgrace',IND
' sadly  you blew it in this interview  you are  or will be  bought  you did not pass the litmus test for what a real progressive isyou have mistakenly alienated whats left of the dem base  thanks to hrc   and you need us  know it or not ',IND
'  too bad antifa crashes gop townhalls',IND
'    kamala harris is rapidly gaining a reputation as the most dishonest senator',IND
'hanoijane fonda campaigns for gun control measure will it backfire     liberty park press ',OTH
' no one is mistreating her but you are all mistreating kavanaugh this man may be innocent but you liberals are jumping on this just because you hate trump so you all do the right thing and after 36 years its her word against his so there is no contest',IND
'   she is a complete idiotclown facepouting face',IND
'  and i can show you plenty of lefties like antifa getting pummeled like the weak punks they are lol',GRP
'  so you are going to deflect away from nearly 3000 dead due the the lack of post hurricane support from the trump administration by using the deportation of a single 92 year old man you sir are the offensive one',IND
' love u bitch',IND
' help i already have a verify account but when i try to use it it wants further details passport which i do not have with me so i phone instead and after two minutes of pointless messages it tells me you are busy and hang up what rubbish service',IND
'   you are such a lier and all for money nobody wants  francoism here in spain except ppl like you and your fascists separatists friends to smoke screen all the money embezzlement here in catalonia why all your friends are with vlaams belang ampthe italian nazis nazi ',IND
' he is an egomaniac and does not like to lose so he will spend money for free agency and his drafts are better',IND
'            why to the cowards not list antifa on their profiles cowards or terrorist or both i’ll go with both',GRP
' booo  hooo hoo  who raised these spoiled brats ',GRP
'  he is nothing but a left wing unhinged liberal jerk  he needs to shut the f up 8yrsof him was a life time of bs',IND
' you are missing brains',IND
'  very disturbed by how this platform has become like a dictatorship from the soviet state',GRP
'  this is dumb what is the point',IND
' fuck bfa im going back to rift',OTH
' bite your vicious tongue',IND
' face with tears of joy face with tears of joy face with tears of joy you are delusional ',IND
' kkk and antifa both hate groups created by the democrats',GRP
'  daniels said her job does not reflect her character  really she is a cheap  sleezy porn lap dancer the is no high road to take in that type of job',IND
'    tweet is directed at him  i can care less about whatever it is he is blathering about',IND
' 63 more evidence liberals only goal is to sabotage nafta to make trump the enemy and to get trump hate vote in canada for election 2019   ',IND
'   fk river you are a sick individual get a life or make the world a better place or end yours no loss trash imho',IND
' gotta keep that gun control law to get those terrorists',GRP
'        this sounds as relevant as the march in mumbai by the woke snowflakes for gun controlface with tears of joy abortion in india is legal and only the womans choice is required take your circus elsewhere instead take up the issue of oppression of hindus in india this is at least relevant',OTH
'   supporting an apartheid state which commits international war crimes shame on you',OTH
' unfirtunately i have seen hispanics justifying shit from trump i argued with two family members of mine who believes trump did helped pr a lot   and i have a relative who he is a trump fan  amp agreeds that the majority of immigrants that come are bad   it is upsetting',GRP
'                  i havent checked it so i cant say anything',OTH
' crookedhillary are you drunk again  go back to bed grannytrumptrain maga deplorables dregofsociety',IND
'   the bigger problem is liberal gun control nuts that want open borders to try and ‘cleanse’ a society from established cultures then create a ruling class or a communist structure that has been proven to fail england is now a muslim breeding ground shameful',OTH
' shocking almost all liberals are crazy and insane since that clinton witch lost they have become unhinged deranged  and a bunch of damn crybabies stop acting like children and grow up',GRP
'  im talking about someone from a historical background and heritage of guns she a roman catholic they are generally all for gun control you do your research sir',OTH
'a pittsburgh antifa cell that is conducting weapons training to fight racists in the streets openly embraces mass murder the mlm in that graffiti stands for marxist leninist maoist maos communist regime killed 45 million people in the venetian ballroom  at capacity united states',GRP
'  coming from a guy who should be arrested and charged as an accessory i hat a deranged individual',IND
' it really is unbelievable that he feels it is ok to call citizens worse than deplorable he is nuts no wonder ppl are running to reps he obviously thinks he is way better than us time to go away mr biden',IND
'  you are in embarrassment to the republican party glad you took the cowardly way out and quit',OTH
'   here your proof  our african united states friends dont get free college  the demoncratic are putting illegals over united states ppl these antifa ninja turtles running around acting like jihadist and never lived a real life experience most of these antifa colleges kids are white privileged',GRP
'   almost every one i talked to at work today said fuck canelo he is the new mayweather',IND
' i hope it was fucken dinosaur thought he steinbrenner face with tears of joyface with tears of joy',IND
' you are a dirty cum dumpster',IND
'    name the social injustices caused by the gop and the death of anyone caused by members of it i dare you how many people have lost their lives to the idiocy of gun control',OTH
' that solved the problem in chicago alright  i wish these leaders would think up something different to get attention   gun control is getting old',GRP
'  careful now soyboy stickman your arms might fall clean off dweeb',IND
'   innocent people do not resign we know liberals love sexual predators that is why you are ok with keith ellison assulting several women with police reports to support it',IND
' he is a knucklehead  he is not making good decisions',IND
'     sir i know the difference pretending to be someone else is lying who you are the age where you from etc etc etc but thats not the point the point is a lot of people are doing both and they been doing it since forever to kill their victims and it sucks',IND
'  no one gives a shit and no one will miss her sorry  will ',IND
' he is more qualified than all of you obama folks put together',GRP
' sorry but bloodsuckers are bad almost as bad as elves like you are dating an undead monster who cant be controlled and even if they can be controlled youll die before her and make her have mental issues',IND
'    principled conservatives know canadian liberal media 24 7  hate news is only to help justin trudeau   it is obvious   you are one who being manipulated and that hurts canada   read my 60 pinned tweet thread for explanation  i see you ignore trumps support israel',IND
' wake up black americans  maga kavanaugh votered trump trump2020 walkaway kag trumptrain 1a sundaythoughts hurricaneflorence hurricaneflorence2018 bolsonaroeleito1ºlugar bolsonaropresidente bb blackout bluewave blm blackexcellence ',GRP
'  be safe you fucker',IND
'  paid protesters votedemsout  kavanaugh',GRP
'    who is fawning and who are you to decide who is and who isnt reasonable it is fully possible to be reasonable and still be wrong im guessing you have never watched daves show and are going by what you have heard from people you are fawning over',IND
'  we do that why donald trump is in office all the democrats and a good portion of republicans are the shadow  government you are complicit in this you are a globalist  international communist',GRP
' its clear you wouldnt listen anyways since you are more interested in arguing over the non existent racism of that tweet rather than calling out the ignorant white girl on display',GRP
' excommunicate the guy that’ll teach ‘em',IND
' oh cool alana found the one person dumber than she is and retweeted him nice move',IND
' it does not go far enough jr you are going to jailtreason',IND
'  are you talking about me i am more green than maga sorry if my twitter grammar is not up to par for you my eyes are bad maybe you’ll critique my latest article too please i do not have well paid editors so i am sure i do slip  ',IND
' is not the coalition for gun control headed up by the lady who was turned down for a job because she was a bully',IND
'actually nvm dc animated films are the shit',OTH
' holy shit this is sick 0',IND
'  of course he is the corrupt democrate party is at stake maga  wwg1wga',OTH
' do really even care what comes out the his foolish and annoying mouth go home david and let the adults maga',IND
'   yeah liberals are all look at me im a victim just because a man held me down  covered my mouth and tried to rip my clothes off to rape me boo hoo and his friend turned up the music too loud to cover up my screams and it hurt my widdle ears  get over it already  amiright',GRP
' did she make some sort of sexual or foul joke liberals really like making her do that',IND
' folks not a protest against our great president  this was pure and simple a way to bring on more gun control  weapon on campus  gun free zone carried a concealed weapon illegally  this guy just trying to cause more gun control otherwise hed of shot himself in the head',IND
'   he is a sociopath  they are incapable of feeling empathy period',IND
'     no we do not there has been videos of trump supporters blocking kkk and sending them away we do not accept racism he said there are fine people on both sides that includes antifa but go ahead and pick and choose your information',IND
'     she ca not remember when it happened she ca not remember where it happened she ca not remember how she got there she is a liar and a feminazi who will go to any lengths to smear this man she is a liar',IND
'  steroid girl in steroid rage',IND
' she is the size of a stadium',IND
'  serena was outplayed amp acted like a spoiled brat she is not above the rules',IND
'  sending commiserations to you for those cardinal losses with this brioche cinnamon roll picture ',IND
' why do all crazy liberals have crazy eyes lol ',GRP
' i still want him to fuck my pussy with a rake ',IND
' until its your ass in the hot seat  walkaway wwg1wga pizzagate qanon hivites maga eagleonetowanta    ',IND
' who the fuck are you',IND
' anyone is a target for the leftist liberals goal decent god fearing conservatives will pass on gov service result the country is harmed congrats to liberals   your antifa anti america blossoms',GRP
' but sis paul mccartney loves venezuelas dictator  irans leader  syrian president  putin and other leaders who rule with terror  he only has bad things to say about our beloved president donald j trump  go figure   ',IND
' any texan that would grant automatic citizenship to illegal immigrants should never be elected',OTH
'   you are flawed by looking at a large problem through a narrow lens',IND
'  its a trap conservatives know as soon as they go public theyre on the termination list',GRP
'  she is just spewing shit bernies robot what a lie they will say amp do anything and what she is going to do for district 14 not a da*n thing socialism dont work that way they suck all up',IND
' rest in pussy',IND
'    *accept   i do not hate men i do not hate conservatives   i hate stupid and i hate hypocrites and the fact that you think being a conservative matters at all in this matter means to me that you are not so much into law and order as you think you are',GRP
' fuck the nfl',OTH
' behold all the conservatives who deliberately ignore the fact that the ok gesture used to be benign but now is co opted by racists to signal theyre down with white supremacy much like swastikas were benign in asian countries amp still are but were co opted amp ruined by nazis',IND
' he is a moron',IND
' guys ugly and unhinged',GRP
' bitch i am in the hood serving junkies in a maybach  face with tears of joyface with tears of joy',GRP
'  lock him up  he is insane',IND
'                    picked up some fire og today its really good but its ugly as fuck i almost passed on it but he smoked a j with me and its fuckin fire wish we could share a bowl my brother victory handgreen heart',IND
' metoo is the best weapon the liberals have because there is no due process  its all disgusting  and woman are the ones using it as the weapon  shameful and typical liberalism  use emotions for their own benefit    poster child for using woman',GRP
' bono sucks',IND
' what the fuck',IND
' omg  what a disaster that would be she is the most incompetent person',IND
'  fuck those terrorists in the ass',IND
' this is the most ridiculous tweet i have read today comparing the traitors that are the cpc to the liberals is like saying the democrats and republicans are two of the same grasping on straws pathetic',IND
' orourke is just one more ignorant gun control freakdo not know what they are talking about',IND
' i always found liberals and progressives to be the spartan ones all the socialists i knew wanted to live as well as they could afford',GRP
'  then why the fuck did they elect him',GRP
'         you said that if my speech offends someone then i should be fined jailed  i asked if you should be fined if you wanting gun control offended me',IND
' this is bullshit some crappy pop star in philly instead of the fresh prince amp dj jazzy jeff all of america needs to take a knee over this',GRP
'   gawd you are missing the point so hard yes she could have point is she is expected too the responsibility lies solely on the woman in our culture the man is not berated for his actions the woman is listen to you silly girl you are part of that culture',GRP
' you are a bloody demon you do not need to summons one',IND
' a resounding no united states maga',IND
' i do not know who these pos nazi liberals are amp dont care to know   everyone of the hollywood elite can amp prob will go to he',GRP
' so sister fuckername one single thing obama said that was inappropriate',IND
'  is he  does he know this  you sure hes not out golfing  or maybe tweeting like a lunatic  i bet he is planning his next magadingdong rally  he was never president  you are just to brainwashed to realize that',IND
'  and yet he is allowed to congress is supposed to be a check on this clown if we get control of congress you folks have to write some laws to prevent this happening again',IND
' she is maaaad annoying',IND
' niggas wellin if they wanna live in a world with endless world wars and death and chaos my hero is literally anime x men',GRP
'    hes comin for ur woolly bitches',IND
' just like a plantation  white liberals have black people under their thumb and any black person that tries to get out from under their old order is considered one of them uppity negroes  too smart fer his britches they get all the other good lil negroes to teach em a lesson',GRP
'leftists and commies in the usa are going to get a little bit riled up me thinks  grinning squinting face  maga mbga mcga socialists lefties conservatives patriots mega trump democrats republicans ',GRP
'  people died in puerto rico because of their government corruption ',GRP
' the game sucks',OTH
' eat my ass oh my god you better be lying',IND
'   every day her iq gets lower and lower more wanna be nazi barbie is going to be a pile of maga goo on the bottom of the set soon enough ',IND
'   now what are you  a liberal  intellectual  you are nothing but a bigot shamelessness at its peak',IND
' you are being unkind to the pin',OTH
' lolol god he is such an a**hole',IND
'  i have a better idea                      mr guterriz or whatever his name is should resign amp go the hell back to wherever the hell his people came from for the sake of this country',IND
'mogg jacobreesmogg calls for  to chuckchequers now   chequers pleases nobody other than the primeminister herself   bbc sky lbc         tory tories',IND
'redwave a coming thats ok tho no conservative will harm you b c of your political ideals  cant say the same for liberals tho liberals can be vile and nasty to opposing views ',GRP
' as it gets closer to november the left is in full on panic mode their talking points will forever be 25th amendment ok idiots let see you try it',GRP
'the beauty of theview is that no one pretends not to be a leftist   maga',IND
' ca not rehabilitate a pervert zero tolerance so disappointed in this pope',IND
'  i know exactly how it works they steal money through regulations and taxes and the people cant do a thing about it because the government has the monopoly on violence why do you think democrats desperately need gun control they want even more power over the people',GRP
'  we dont watch any nfl games this guy can shove it in his pie hole',IND
' theyre all democrats right   theyre not hiding it anymore fakejournalists  fakenews  nohonor maga',IND
'lethargic voters get what they deserve aggressive voters maga ',GRP
'   fails to realize he is the party of  and antifa a complete lack of self awareness these people are dangerous enemyofthepeople',GRP
' democrats will let animals like this out all over the country if they get power back',GRP
'  the one where democrats have controlled major cities for so long they have bankrupted them and left the minority and others in such desperation that crime is their only alternative to life instead of hand outs maybe they should teach a better way',OTH
' trump doesnt want to have the fbi investigate dr fords claim b c ivana trump  reported that trump raped her  a culture of dirty old sexual perverted men in the gop and neo liberals doing the same thing to dr ford as they did to anita hill white men have no respect for women',GRP
' yes mothers now this is what the deranged left will make you do to your little boys are we really going to let this happen pure evil votedemsout maga 2020 confirmjudgekavanaugh  ',GRP
' when is enough enough this is abhorrent and inexcusable your fearless leader seems to have forgotten that he is a public servant ',IND
' oh no you guys dont censor the right at allfucking hypocrites ',GRP
' what if the rape never happened and she is lying why is her word gospel many women are gold diggers avengers and liars',GRP
'   please get off first take you yell wayy too much and you seem like you are being a asshole when you are on set i litterly cant hear anything but screaming its obvious  dont like you and  and  was like dude stfu',IND
' doesnt surprise me texans hate liberals w  soros backing',GRP
'gttfw she is a lesbian',IND
' gun control nuts are not allowed to be protected by the very thing  they supposedly despise she can use a knife disarmharrisnow',IND
'  you keep telling this lie i think you liberals believe yourselves focusing on those who need t most yet you have how many million sitting in the veterans budget with no intention of funding them',OTH
' zimmerman belongs in prison for killing travon martin  florida needs to change its gun control laws',IND
' liberals sure love to spend other peoples money   hope and change  really works well for the obamas who are multi millionaires  their fortunes have really changed for the better   if liberals have any brain cells left  theyd vote for president trump ',GRP
'  these are sick ass people ',GRP
'  i am sure the air that he is breathing is also bad',IND
'   exactly i have not watched in two years and i refuse to as a former  fan i think jerry jones is a disgrace to the people who have helped make him as rich as he is',IND
'    kate  gun safety is just a code word for gun control there isnt anything safe about gun control it just limits law abiding citizens law breakers ignore all laws wake up you folks in mn need to get off the liberal wagon vote for patriots only  vote red latin crossstatue of libertylocomotiveanchorunited states',GRP
'     you are under a delusion if you think calling hrc backers idiots is attacking the messenger they are not the messengers they are the ones that signed for and took delivery of the message but that was packaged and sent by the dnc',IND
'   reputation reputation she schitt her reputation away by being an antifa activist just like good old vilenin said   a scoundrel may be useful because they are a scoundrel',IND
' watch me catching a plane to hungary only to beat your ass',IND
'   no just imagining if we found a picture of bret holding a woman like this liberals will go insane',GRP
'      aaron finding the sending if a locomotive funny he is aware it symbolises the trains jews were sent to their deaths on',GRP
' you voted to trigger article 50 you are complicit',IND
'are all the republiklan maga wearing traitors going to dig through their childhood toy chest just to post videos of burning ernie amp bert dolls ernieandbert sesamestreet toad mariokart traitortrump traitortoad',IND
'   liberals complain of not having time to evaluate records but they sit on an anonymous letter for weeks and wait like a criminal to assassinate the character of a good man at the enddespicable        ',GRP
'  jesus christ liberals start young with their brainwashing',GRP
' do not watch moron movies',IND
' another has been trying to get back in the spotlight paul mccartney go back to england shut up',IND
' creepy joe with roaming hands for little girls is one of the most noncreditable  demonrats i have ever seen he amp jill wont talk about all the disgusting pervert actions of his just their hate and disapproval for conservatives and trump like hillary just shut up and go away',IND
' good lord this woman is a dipshit ',IND
'   ha ha yes fuck yes face with tears of joysmiling face with hornsred heart',IND
'    red roses swarm   conservatives pounce   we need our own verb',IND
' the monuments that will be torn down in the next 10 years  much to the consternation of we conservatives',OTH
'  y’all bitches psycho',GRP
' lol fuck you',IND
' he is most impressive at corruption and lies',IND
' and he took away the constitution from us  congress refuses to restore it to us why is that  article 4 sec 4 was taken away  and because of that there are no gun control laws anymore obama is a stupid man',IND
'  far left antifa just a bunch of bullies who get brave when in a mob confronting a few  seems everyone is a nazi if they have a different opinion',GRP
' fat ass heart attack city keep eating fat ass',IND
'  she is the daughter of her parents  all illogical hypocrites',IND
' congrats naomi u deserved to win u showed true sportsmanship during serena meltdown i would like to apologize for her behavior what an embarrassment for the us she should have been ejected for arguing with the side chair she thinks she is superior but she is not',IND
'  lets use the treason laws to remove holder from the planet',IND
' i will beat your ass',IND
' because obama has zero accomplishments he is the worst president r leader of any country hands down it shows the liberal lunacy when they worship a total loser they dont know what they wantno party goals nothing except complain about trumps accomplishments fu*k liberals',GRP
' god did not appoint trump the devil appointed him and i will make sure i do my part to make sure he doesnt get reelected by voting   he is no pious man and definitely not even spiritual  hes the scum of this earth',IND
'anything will help  thank you patriots maga and if you dont hear from me thanking any who help and share its bc im about to loose signal out here in the rain and batt will die so i gotta get to a place to plug in thanks again folks and god bless ',IND
'  i thought you said the nyt was failing and fake news so this ca not be true it is made up',IND
'   and they did pr is a shit hole run by corrupt liberals it was destroyed and it will take years and years and years to rebuild',IND
' your husband is a despicable person  he is a narcissist who cares about no one   including you  but himself',IND
'  mine go drafts too  stop this crap im gathering proof your censoring conservatives',GRP
' childish and unprofessional',IND
' america will be better off once you retire flakey jeff flake  go away',IND
'  $10 says he she is white any other white people notice how many shitty white people there are or am i the only one who sees this',GRP
'  not one of these journalists mentioned the arrest of the corrupt mayor yesterday i guess they were busy not getting blown away in the wind',GRP
' the only deep disgrace and abuse of rights is your existence in relativity  even the generation before mine knows who you are rae  low life opportunist government over people suck a liberal dick you alt left nazi',IND
' good  hes a mess',IND
'    using that thought conspiracy then it would be safe to argue that the liberals have concocted this and are stalling in order to help the liberals interest in that the perfect pawn would play fearful of  the process thereby helping confuse amp prolong the process',OTH
' i think becka belongs in that room with the trash making comments like that i dont hear you denouncing antifawho ironically models their flag after the nazis',IND
'  according to the liberals yes  guilty unless she proves her innocence  wait are you a man if so then no you can not be trusted ever how dare you make a claim against a woman women are above the sins of man  we are perfect',GRP
'  pathetic',IND
'  guess who is really perpetuating all this garbage  liberals',GRP
'conservatives everywhere in my small red town  kids need to be spanked and put god first they need to know consequences also them  brettkavanuagh shouldnt be held responsible for something he did at 17 hypocrites  how do sleep at night',GRP
'  why is this crook walking free',IND
' total psyop at this point to anger liberals and keep them divided so they dont leave their sorry ass party',GRP
' wow you are actually terrible imagine being proud of getting people in a disaster zone finding water arrested   the store owner didnt want them arrested and you are an awful person',IND
'  word cause her music slaps theres no reason she shouldnt be selling out big ass shows idk if she is or isnt but she deserves',IND
' russia had ivan the terrible fsu has willie the terrible he is to fsu what bitch rod was to michigan and tango charlie was to texas we pay this piece of shit $5 million to put up 10 points against our first two fbs opponents even western michigan scores 41 against syracuse',OTH
'  doubling down was absolutely stupid you never double down on a pair of eights',IND
'    the republicans have no sign of having a plan for any of that and fuck trump  considering his failure  is a legitimate platform its better than the republican sure tragedy alternative',IND
' two prominent backwards conservatives removed from texas education  looks like theyre as blind deaf and dumb as helen keller once was',IND
'  time will tell not the type to jump on the lefty bandwagon and demonize someone until they have had a fair chance his policies will either be a huge failure like the liberals and result in losing the next election or they will be a success and ontario will dig out of the hole',IND
'  and thats where you are seeing what you want to see you think these people want to look manly and powerful i see them expressing solidarity what a useless thing to mock',GRP
' democrats suffering from trump derangement syndrome are desperate their dirty tricks wont work and the end is inevitable   maga  tds  walkawayfromdemocrats2018 ',IND
' for the hol tl to seeloudly crying face that tht big dick energy hundred points',IND
' eric u got alot of balls ',IND
'  he is a total phony',IND
'6 reasons your right wing friend is not budging on gun control ',IND
' northern ireland was explicitly designed so the british establishment could stop paying attention to ireland they have been indifferent since 1921',OTH
' shows the world just how useless and ineffective you are you little whiny brat why not go cry in the corner with whats his nuts oh yeah acosta',IND
' more misleading nonsense it is like you are incapable of straight news fake through and through',OTH
'   what a piece of shit',IND
' he is telling you he knows where his bum is writes ass with his bottom what more proof of higher intelligence do you need',IND
'    index pointing upwhat trumptards will be doing to dirty liberals in november   i was patient at first but now it is clear the left has absolutely zero intention of playing by the rules i hope president trump crushes your joke of a party under the fullest extent of the law',GRP
' it is either they lookin for shit for somebody else or they creeps face with tears of joy',GRP
' bet your butt',IND
'  has the same lack of morals as her mother abortion is murder',IND
' its amazing how low  you liberals will go to suit your political agenda dont believe you one bit have a good feeling you will pay the price for this  produce some evidence',IND
'  democrats want more gun control  i say    just go to the range and practice   youll get better  ',GRP
' ahh yes we are cause some woman who comes out 30 some years later cant be believed  where was this liberal outrage when the guy from minnesota was accused of beating his wife silent on that one libs god you hypocritical liberals make me sick',GRP
' i’ll bet you mock disabled people too  funny how the maga crowd likes to pick on the weak and support the powerful like bullies wonder who your role model is',GRP
'  jesus she is the evilest of cunts',IND
' amazing how dems do not feel they owe it to unborn generations to keep illegals out',GRP
'   and your gun control has failed to reduce homicides  your homicide rate has not dropped after all of those gun laws  it has however rose  enjoy bending a knee to the people who dont really give a shit about you though',IND
' this is dumb an european government is allowed to make a decision that affects the entire planet also how would they even enforce this are they going to bug every computer in the world',OTH
'    i know i think they are the ones who’ll be surprised about that since they think all liberals want to make gun ownership illegal',GRP
'  well shes half right she is shit',IND
'god the media using criminals as heros to push for gun control',GRP
'                                                  that all antifa does they are violent and they hide but you obviously support them woman facepalming',IND
'   harris makes herself look very ignorant daily maga without them',IND
' bono is a fakir always sticking his hand out for someone else buck may it be his concerts tax evasion lecturing america on africa never has he put his own money up',IND
' what are you afraid of liberals you screamed for transparencynow that potus is doing just that you are screaming to keep it secretthe truth is there you do not want it seenliberals are hypocrites amp the alphabet agencies have some bad apples involved in a soft coup tick tock',GRP
'           yeah thats kinda the fashy thing right now the proud boys scumbags wear tshirts saying pinochet did nothing wrong  and antifa are the ones who are violent please its been an actual fascist every time this has been brought up in my experience like dude here  who stopped',IND
'  not now hell no he offered that last year no go now',IND
' every one is on these social media platforms arguing about who is racist and who isnt while the powers that be manipulate it to push their agendas and gain power  and shit  i know exactly what ur saying im pretty liberal guy and i cant stand the racism discussions',IND
'   to what chicago already has thf strictest gun control laws in the country',OTH
' you are all recycling of liars',GRP
' i love it that the wet liberals are so frightened by the us and yet are so keen to deal with the non democracy that is europe',GRP
'  that fucking rude to do that',IND
' liberals gag',GRP
' ashole gonna eat himself to death',IND
'   honestly you people are seriously delusional it is a good thing the majority of fans in ottawa are educated because ppl like you are scary',GRP
' still coverup  and bet the anonymous writer of op ed in ny times on sept 5th was the ny times itself  no sr adminstrator of potus but cud say it was since refused to name writer all to stir up crap within trump camp and maga',IND
' his eyes are fucking louder than his words smiling face with heart eyessmiling face with heart eyespurple heartpurple heart',IND
'thursdaythoughts  will  ever admit all the other ways that twitter censor conservatives  seems highly unlikely  its very annoying to have my main feed limited with a stupid black bird ordering me to return to the top  it wont even let me go back to this morning ',OTH
' shame on the tennis hierarchy who stole that from serena she is a proven draw and the racists on the upper echelons  just cant handle it',OTH
'1   yal stupid people tell me to back off cause he is like obsessed bitch who has been to all the football games walks to class does literally everything for them knows exact dates and numbers for everything me only reasons i am not competition cause she ai not gay',GRP
' zarries did not start this conversation it was a larry shipper that trash talked our ship so how about y’all petty ass larries stay out of our mention eh',IND
' you should totally follow those whack job liberalsunhinged and dangerous thank you united states',GRP
'agreed great idea  wish we could also remove her from existence  maga patriotsunited prolife proisrael weareq ',IND
' any amount you shit fuck',IND
' too many corrupt evil beings hold govt positions amd or have too much clout w the corrupt amp evil beings in gvt positions amp the majority all point to the left w a few fake conservatives in the mix why else is hillary obama amp their cronies still walking free',GRP
'  i am not a muppet i am a 6’2 215 lbs voter who is of puerto rican decent that doesnt take bs from white liberals like you',GRP
'  real shit ',OTH
' 3  you can not like justin all you want but the conservatives have no plan to even consider climate change and have been using blatant misinformation to lead people like yourself into believing that it is trudeau fault we are negotiating with a fucking sociopath down south',IND
' disgraceful  he is innocent until proven guilty  which will not happen because she is lying',IND
' how would they know if gun control worked if they refuse to try anything',OTH
' everything he just said is exactly why we need gun control it is about saving lives nothing else matters just saving lives some people get bent out of shape over the second amendment it is my right crying put your feelings away coward put your guns away coward gun=coward',IND
'   typically liberals jump to conclusionsthey dont believe in due process or innocent until proven guiltythey are the most anti american bunch',GRP
' i do not care if she is right or left go back to tv bitch one tv star in office is more than good hollywoodisscum',IND
' she is also ugly as hell and not something anybody wants to look at lol ',IND
'united states  for sale     buy american flag usa   play button  shopping sale org  reverse button   usa flag 4u shop 8 9 maga americafirst  trump pol 8 27 qx ',IND
' bruh there were a few times i dropped it and kicked it back up wit my feet and caught it now if that aint some g ass shitface with tears of joyface with tears of joy',IND
'  even the parody antifa page couldnt  deal with this shit',GRP
'  now comes the pain  magaunited statesunited statesunited statesunited statesunited states  wwg1wga ',IND
'  who the hell do you think you are little eddie',IND
' who in america isnt grateful to our military her husband didnt die on the battle fieldhe died at home she should be fighting for gun control and stronger laws regarding mental illness  is about police brutalityshe should educate herself on the issues',OTH
'  david stop been a mouthpiece for the anti gun people you r nothing but a worm looking for fame now remember that antifa blm and all the radical left groups are violent and hurt people too but of course you agree with them',IND
'     she and him beign a joint acct have called me and grok everything under the sun  the same person women racist redneck antifa  kkk members grannies yes grannies haha etc  its pretty common when the fraud gets busted to start calling the ones who busted them hilarious names',GRP
'  tis funny you assume i am left or a supporter of antifa even though i dislike nazis you are still a ball washer thoughbeaming face with smiling eyes',IND
' for all i know youre naming off sex robot models',IND
'  u a dickhead for thatface with tears of joy',IND
' antichrist the roman catholic church is a house of demons',OTH
'  juan needs to check himself he is completely out of control',IND
'  funny because he is a dildo',IND
'  the hell with the liberals move them all to california and build a wall on the east border',GRP
' the democrats dont care they will do anything to undermine president trump people had better realize how serious they are about getting rid of him vote red or suffer under the liberals',IND
'  but to go all antifa on ppl like friggen milo i dont buy that conservatives who like medicare don blackout and then going millennials for antifa protests',OTH
' why in the hell would i do that the left already hates me enough black conservatives are not liked in this country i comment and fight because of that',GRP
' disgusting pedophile',IND
'                     i follow all these maga patriots united statesunited statesunited statesunited statesunited statesunited statesunited statesunited statesunited statesunited statesunited statesunited statesunited statesunited states',OTH
' i know a whole lotta people spitting a whole lot of bullshit right now idk if youll ever see this but i pray you feel no way responsible for what happened today you have already been through so damn much just know that you are good you are great i love you',GRP
'     obama never laments for those that are killed in chicago every week chicago his old stomping ground  ask him how those draconian gun control laws are working there and watch him blame indiana',GRP
'nazisarebad their programs called for the nationalization of education  health care  transportation  and other major industries they instituted and vigorously enforced a strict gun control regimen they encouraged pornography  illegitimacy  and abortion  3',GRP
' furries can suck my dick  this is both an offer and an insult',IND
'   dont let your bretheren fool you  each one of your republicans  need to decide if you are going to be good people or repunklicans  you need to know  that kavanaugh is going to make ronaldgrump into the first dictator of naziusa  which cannot happen ',IND
' why not begin the movement by giving away some of the farms and mine claims you and your connections took while you were still relevant that way we can show your concern for us from where i am standing you are just another bitter polutician charity begins at home baba',IND
' im frothing over all of it so far drooling facedrooling face the goodest shit smirking face',OTH
'  fair point but i didnt make the meme and couldnt take the big gov sucks off of it and besudes meddling in many counties politics and economics he funds antifa black lives matter to try and divide we the people to try and tear the country apart ',GRP
' vicious steps republicans defended on advance in hearings and liberals only response was to out the liar and claim republicans were defending him because of feinsteins info real women dont lie about men honorable judge kavanaugh',IND
' and so it begins   ltltltlt the unfair and biased and unjustified targeting of conservatives in a massive censorship of conservatives exercise  gtgtgtgt  pray4theusa  pray4revival',GRP
' i swear to god  this shit is too real man',IND
' we are casually fucked',IND
' hmm id do something like getting really high quality artists to draw really boring cars like a fucking 2002 grand prix or something',OTH
'  how dare you kappa',IND
'a cute girl that ive had a crush on since earlier this year just called me funny and i want to throw up',IND
' is it gun control or anti 2a  i have not seen a single ad attacking 2a  that just  rhetoric to create fear',GRP
'  boop police department freeze oh shit  she is too cute open boopboopboop ',IND
'   could be either liberals like this have no shame and will do anything  i suspect it is the latter',GRP
' he also said he had a gatlin gun and niggas that sit on the corner like boxers between rounds',GRP
'  oh no that sucks loudly crying face what if you are sick face vomitingnauseated face',IND
'  ezra is a cockroach who needs to have light shone on',IND
