@relation 'train-set'

@attribute id real
@attribute 'Document Text' string
@attribute subtask_a {"NOT", "OFF"}

@data
92556,' antonio i believe in you i will vote for you as will my family thats not enough  tell me what else i can do to help your campaign our state is going down the drain and is on life support  something must be done or the lunatic liberals will destroy ca',NOT
79256,' zarries did not start this conversation it was a larry shipper that trash talked our ship so how about y’all petty ass larries stay out of our mention eh',OFF
87004,'tories labour ge2017 conservatives conservatives  sajidjavid productive discussions with new pakistan foreign and interior ministers in islamabad today agreed to improve cooperation on anti corruption amp counter terrorism   v… ',NOT
50652,' antifa getting shot only brings joy',NOT
69159,'   the astronauts used it  it means a ok  bho is photographed making the sign it means all is okay  it was a joke to see if the libs would bite  boy did they  now get the video back up  and apologize  the liberals are insane liberalism is a mental disorder',NOT
85193,' i can relate completely arlene lol',NOT
13114,' you should totally follow those whack job liberalsunhinged and dangerous thank you united states',OFF
86177,' never would i trust any  and especially  they sold out to the  and stuck two fingers up to the people of the uk  votelabour ge2018now wearecorbyn unitedwestand',NOT
68093,' doesnt matter to us we gave up on the nfl over a year ago',NOT
10256,'agreed great idea  wish we could also remove her from existence  maga patriotsunited prolife proisrael weareq ',OFF
31412,'   i guess i wont sit down and shut up then missy i have a major problem with this situation since none of us were there and it is her word against his should we just assume she is telling the truth or is this just politics',NOT
88843,' a super super generalised statement what you are saying goes against every economic meteric one of the biggest reasons irish european gdp has increased is because of freedom of movement if you feel for the taxpayers look to nationalized banking debt first not migrants',NOT
82077,' just had a discussion with a friend who works with families on the verge of eviction she is expecting an increase in the coming months due to days out of work and money spent on hurricane supplies thestruggleisreal',NOT
65398,' any amount you shit fuck',OFF
65130,' this is not possible california has implemented strict gun control only law enforcement and those fortunate enough to get a permit can carry in public assault weapons are banned',OFF
44368,'   maybe something a little more recent to help you out ',NOT
26536,'4 foot in the country and have no sense or feel for what is happening on the ground except from watching telegram and twitter is like watching football on tv and claiming you understand what the players are going through physically as you are sitting on the couch eating chips',NOT
97548,' at least you are honest lmao',NOT
37848,' you are the most attractive ever seriously maga ets have creepy taste  the rest of us know attractive when we see it  plus we have great hair on this side of the isle  \o ',NOT
30385,'  you realize california has the strictest gun control in the nation right or are you just going to ignore that',NOT
39246,' he never should have been pope in the first place he is a jesuit',NOT
68010,' too many corrupt evil beings hold govt positions amd or have too much clout w the corrupt amp evil beings in gvt positions amp the majority all point to the left w a few fake conservatives in the mix why else is hillary obama amp their cronies still walking free',OFF
38673,'  is there no other platform they can us',NOT
10621,'  i am not a muppet i am a 6’2 215 lbs voter who is of puerto rican decent that doesnt take bs from white liberals like you',OFF
23247,'  i am talking about brett he is the one that is in trouble if he doesnt win and make a big move',NOT
66339,' he is the worst and creepy too',NOT
31173,'          love it trump wanted to do something liberals and democrats just talk and have hearing',NOT
11299,' whenever yall reference the wire all im going to think is exit stage left',NOT
52042,'  real shit ',OFF
28676,'  he is with her trust that jesus has her in the palm of his hand jesusitrustinyou bless you',NOT
49005,'                     agreed   she is an administration immigration adviser  that is discouraging  she was told to do it  my bet is millerok hand  king of the racist base dog whistle',NOT
27118,' 3  you can not like justin all you want but the conservatives have no plan to even consider climate change and have been using blatant misinformation to lead people like yourself into believing that it is trudeau fault we are negotiating with a fucking sociopath down south',OFF
50526,'1 year old gray white tabby cat orlando 1year old female gray white tabby accidentally left outside and is gone she is part of our family and we miss her dearly please if anyone has any information on her whereabouts feel free to contact us  ',NOT
83891,'  dude why do you want deepstate documents to be kept secret maga  lockthemup',NOT
20005,' incoming evil soy conspiracy nuts',OFF
61480,' hes worried about his bottom line thats what upsets him',NOT
96551,'20180919 chris hall cbc the liberals fall strategy just hit a brick wall named leona alleslev ',NOT
90504,'  this is so creepy  walkaway',NOT
47826,' they have really had a big impact since i decided to put them on yesterday maga',NOT
54569,'                                                  why do the libdems deserve your anger today more than 1 conservatives 2 corbyn',NOT
82604,'    he forgot to tell you that during slavery the democrats were conservatives',NOT
40604,' stop lying ahole fbi isnt involved cause theres nothingburger to investigate its all liberals charade to delay kavanaugh will b confirmed ginsbergisnext rolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughingrolling on the floor laughingface savoring foodface savoring food',NOT
50361,' war on conservatism antifa',NOT
39402,'  crying face with rolling eyes',NOT
94175,'  the rugrats believe in gun control',NOT
74122,' paid by democrats just like antifa is paid by clinton and soros',NOT
79563,' disgraceful  he is innocent until proven guilty  which will not happen because she is lying',OFF
49969,' you got this whatever the problem you are strong enough to overcome it it gets easier everyday',NOT
51466,' 45 is sweating he knows he is screwedtick rock orange is the new orange',NOT
92407,'   i hope you are being sarcastic she acted like a spoiled brat',NOT
43741,' liberals have turned everything into a 3 ring circus',NOT
72096,' greenie she acted like a spoiled elitist brat she got the point taken away as she deserved if she was good enough to win today it shouldnt have mattered  she is an icon and one of the most admirable women ive ever seen in sports she had a bad day move on not newsworthy',OFF
71846,' ihmykgodoosj he is the epitome of beauty',NOT
50345,' how would they know if gun control worked if they refuse to try anything',OFF
74912,' everything he just said is exactly why we need gun control it is about saving lives nothing else matters just saving lives some people get bent out of shape over the second amendment it is my right crying put your feelings away coward put your guns away coward gun=coward',OFF
81655,'       or a piss up in a brewery  hat',OFF
82193,'   typically liberals jump to conclusionsthey dont believe in due process or innocent until proven guiltythey are the most anti american bunch',OFF
41056,' i do not care if she is right or left go back to tv bitch one tv star in office is more than good hollywoodisscum',OFF
85266,' you are an angelpurple heart',NOT
64987,'  yes antifa too',NOT
14902,' she is also ugly as hell and not something anybody wants to look at lol ',OFF
27108,' all the way to prison',NOT
10224,' she is the best facts',NOT
27276,' can  join your ranks rimmy4antifa',NOT
15568,'united states  for sale     buy american flag usa   play button  shopping sale org  reverse button   usa flag 4u shop 8 9 maga americafirst  trump pol 8 27 qx ',OFF
90932,' bruh there were a few times i dropped it and kicked it back up wit my feet and caught it now if that aint some g ass shitface with tears of joyface with tears of joy',OFF
34477,'  even the parody antifa page couldnt  deal with this shit',OFF
17789,' hate to break it to you but gun control doesnt affect suicide rates it only changes the method facts = hurt ',NOT
25659,' you are an inspiration to us all',NOT
10434,' sen tim kaine is ecstatic his basement boy son has found his niche working for the fbi as a black op coordinating amp joining antifa terrorist organization ',NOT
34800,'  needs to retire she is done',NOT
20346,'  lmao saying you are happy for someone publically doesnt mean you magically stop having feelings for them and are over them have you ever had a bf before skull and for the last time nobody is saying she should have stayed with him its the messiness immediately after',NOT
72877,'  hey its great to see the people shaking hands and hugging president trump while he hands out meals to the people foxnews cnn theview maga abcnews cbsnews',NOT
43347,' im gonna show you the difference between fire amp air sam donald gemini unpredictable like air itselfkahlili mack arieshe is always gonna be on fireevery snap of the ball every game the whole game sam donald trash trash trash  like donald trump',NOT
28696,' you are the coolest',NOT
21865,'  now comes the pain  magaunited statesunited statesunited statesunited statesunited states  wwg1wga ',OFF
43806,'  who the hell do you think you are little eddie',OFF
95209,'  maga redwave baby',NOT
77521,' who in america isnt grateful to our military her husband didnt die on the battle fieldhe died at home she should be fighting for gun control and stronger laws regarding mental illness  is about police brutalityshe should educate herself on the issues',OFF
71401,'  david stop been a mouthpiece for the anti gun people you r nothing but a worm looking for fame now remember that antifa blm and all the radical left groups are violent and hurt people too but of course you agree with them',OFF
31213,'     she and him beign a joint acct have called me and grok everything under the sun  the same person women racist redneck antifa  kkk members grannies yes grannies haha etc  its pretty common when the fraud gets busted to start calling the ones who busted them hilarious names',OFF
72866,'  tis funny you assume i am left or a supporter of antifa even though i dislike nazis you are still a ball washer thoughbeaming face with smiling eyes',OFF
73016,' for all i know youre naming off sex robot models',OFF
34671,' deport california knows  trump supporters are going to be out at every election to vote republican hey hey ho ho illegal aliens need to go heyhey',NOT
52728,'this week will make the clarence thomas confirmation hearings look civil and agreeable   tcot maga rednationrising',NOT
83886,'  u a dickhead for thatface with tears of joy',OFF
19886,' antichrist the roman catholic church is a house of demons',OFF
98403,'  juan needs to check himself he is completely out of control',OFF
49519,'  funny because he is a dildo',OFF
85166,' hmmmmm face with monocleface with monocle no one is doing anything so maybe do not change pitchers every batter  also if he is this genius maybe he should realize this team peaked a month ago',NOT
91705,'  the hell with the liberals move them all to california and build a wall on the east border',OFF
84429,'  only conservatives pounce',NOT
92335,' the democrats dont care they will do anything to undermine president trump people had better realize how serious they are about getting rid of him vote red or suffer under the liberals',OFF
51336,' she is not leaving bb',NOT
19299,' i said it yesterday he is literally a walking embalment',NOT
92231,'                                         i notified twitter last night of my tweets not being seen amp i ca not see many of my follower tweets also while  was testifying last week in the senate my qfd ban suddenly disappeared minute my tweets steer towards politics nothing goes through',NOT
89287,'7 car and truck ramming attacks in europe and americas gun control lobby ',NOT
43565,'                                                  yelp   i lost confidence in them when they gave a local staple a good review  the hamburger was fucking grey  i swear to god  grey',NOT
32294,'     yeah she loves pointing out people for her rabid anti nazi antifa loving faction of supporters to  i dont know  give stern looks to lets be real  she either wants her minions to disrupt her enemies by heckling or making a scene or worse',NOT
82290,' yeah she is',NOT
16501,' a lot of people in america have serious concerns about the amount of lying you and your ilk are doing',NOT
77354,' character assassinations are a survival technique for liberals',NOT
67659,'  she was on the 81st floor of the north tower she is an example of the fraud perpetrated by red cross  they raised an enormous amount of money and then did not dispense it to those in need like this woman',NOT
60910,'    we know it is a strategy conservatives have not working ',NOT
61158,'  but to go all antifa on ppl like friggen milo i dont buy that conservatives who like medicare don blackout and then going millennials for antifa protests',OFF
93599,'  its the liberals plans to destroy our judeo christian culture and replace it w this irrational just science ',NOT
27487,'                                                  you have got to learn how to let go of the past you are living in a new millennium',NOT
42633,' but 10kg of an already shite allowance coz eu workers are lame as fuck is a proper piss take',OFF
58222,'               maga trumpswarrior voteredtosaveamerica',NOT
79922,'  she is so cute',NOT
75184,'     you are better than this  you should rethink your decision to be part of it',NOT
95080,' democrats are getting everything they deserve',NOT
83107,'  sure hope he remembers the libs efforts to shaft him after he is confirmed',NOT
30946,' ahhh the left wing liberal democrats',NOT
39269,' you are amazing and i love youuuu',NOT
88278,' why in the hell would i do that the left already hates me enough black conservatives are not liked in this country i comment and fight because of that',OFF
96775,' disgusting pedophile',OFF
37967,'                     i follow all these maga patriots united statesunited statesunited statesunited statesunited statesunited statesunited statesunited statesunited statesunited statesunited statesunited statesunited statesunited states',OFF
71360,'  we must run in different twitter circles because every time  posts about ncaa it is maga american that comes out the woodwork in support of the status quo',NOT
87523,' you mean the same way the liberals and dems are already taking them away',NOT
57304,' he is the best',NOT
10325,' if you seem like a nice person maybe if people got to know you they could see that you are worth to be cared about',NOT
81896,' i know a whole lotta people spitting a whole lot of bullshit right now idk if youll ever see this but i pray you feel no way responsible for what happened today you have already been through so damn much just know that you are good you are great i love you',OFF
10312,'     he is a point guard whose assist to turnover was 1 1',NOT
32787,'locomotive maga patriot qanon walkaway wwg1wga godsarmy thegreatawakening jesuslives united states   catchtheredwave votered me too all aboard the trumptrain ',NOT
92802,'  very fair points however  the facts still remain 1 mr ramos did his job as every referee umpire does in any sport he did not deserve to be called a thief 2 serena as great as she is let her emotions get the better of her and embarrassed herself  ms osaka and the game',NOT
42934,' cause you are taller than me and i always get excited to see you',NOT
61581,'      because that how it works in sports when you chose to represent a country that is the country you are known for when playing that sport or for achievements in that sport they are not taking away from her haitian heritage they are just using the country she represents in the sport',NOT
77777,' he is alt left none of them use logic or make sense',NOT
82652,'you are my prayer is that you are blessed with someone you know like that also someone who feels your basic human rights are worth protecting especially your god given right to personal privacy',NOT
78431,'     obama never laments for those that are killed in chicago every week chicago his old stomping ground  ask him how those draconian gun control laws are working there and watch him blame indiana',OFF
77001,'nazisarebad their programs called for the nationalization of education  health care  transportation  and other major industries they instituted and vigorously enforced a strict gun control regimen they encouraged pornography  illegitimacy  and abortion  3',OFF
37615,'stopbrexit peoplesvote  and  need to listen to the experts woman facepalming medium skin tone ',NOT
25255,'                                                 can you tell i havent eaten yet hangry',NOT
56826,' furries can suck my dick  this is both an offer and an insult',OFF
88545,'   i think she is implying that men do not give birth  how dare she',NOT
64933,'   dont let your bretheren fool you  each one of your republicans  need to decide if you are going to be good people or repunklicans  you need to know  that kavanaugh is going to make ronaldgrump into the first dictator of naziusa  which cannot happen ',OFF
49558,'       ok lang admin we understand praying that you overcome whatever problems or hardships you are into right now through our lord jesus christ francisaglabtin2tulognalang',NOT
71246,' why not begin the movement by giving away some of the farms and mine claims you and your connections took while you were still relevant that way we can show your concern for us from where i am standing you are just another bitter polutician charity begins at home baba',OFF
94001,' one of a kind she is',NOT
32702,'   thats correct talk to the trees and rocks about how great antifa is they cant give you any feedback people can see how sick and demented antifa is ',NOT
76815,'                    likewise heart suit',NOT
94587,' im frothing over all of it so far drooling facedrooling face the goodest shit smirking face',OFF
93372,'  have you noticed that kavanaugh hasnt actually answered any real question  posed on roe v wade or gun control and even civil rights',NOT
60140,'  fair point but i didnt make the meme and couldnt take the big gov sucks off of it and besudes meddling in many counties politics and economics he funds antifa black lives matter to try and divide we the people to try and tear the country apart ',OFF
76453,'    you can make fun of liberals that come up with fake stories',NOT
99494,' hey remember those storage bins they recently found full of supplies that were in puerto rico puerto rico but never given out ask your mayor',NOT
74027,'  and he is signing briefs on behalf of special counsel mueller',NOT
63799,'keep texas red cruz united states we are the maga campaign',NOT
90734,'         id rather not make jrm pm beaming face with smiling eyes',NOT
46961,' vicious steps republicans defended on advance in hearings and liberals only response was to out the liar and claim republicans were defending him because of feinsteins info real women dont lie about men honorable judge kavanaugh',OFF
46009,' google anti american ',NOT
23495,' and so it begins   ltltltlt the unfair and biased and unjustified targeting of conservatives in a massive censorship of conservatives exercise  gtgtgtgt  pray4theusa  pray4revival',OFF
90091,'  gun safety reform what exactly does that mean do you mean gun control',NOT
29875,' i respect you so much i love what youfe doing regarding our youth and our culture thank you for loving your people you are loved and appreciated blessings multiplied u to you',NOT
61768,'just a reminder to mark your calendar to vote in november if you want potus45 to have any chance of maga trump2020 ',NOT
64170,' i swear to god  this shit is too real man',OFF
32235,'10 signs you are a sales zombie man zombie  marketing sales retail style ',NOT
84857,' nesn thinks he is the favorite for the cy young nope',NOT
40098,' holy crap i didnt realize it was this bad thanks for posting this',NOT
34832,'  thank you iron lilies for very beatiful pics with harley davidson bikes this looks like an easy rider modified sportster ',NOT
16383,' are you really michael moore or are you rosie in drag',NOT
90619,' we are casually fucked',OFF
11449,' all it needs is warm beer and i’d be back in college',NOT
84996,'  yea it will be revealing what she is now put through as to why she did not come forward',NOT
97802,' can you confirm that you are a patriot ',NOT
43033,'9 well all sides except us conservatives we are still striving 2 be reasonable with completely unreasonable opposition how do u get out of gravity of a black hole with the moon lander rocket you cant what you need is a star destroyer warp drive so why act like we can',NOT
18569,' bs still boycotting nfl',NOT
32360,' antifa ate my homework',NOT
46028,' fake news',NOT
92782,'                   god wants us to die to ourselves to put down our selfishness and seek him and his will he is so awesome the depth of his eternal love is so humbling and awe inspiring',NOT
45259,'   i am not sure about your point with gun control and the nra but i agree with you about selling liquor and still wanting people to drink responsibly  i would not be able to do it but i understand people in that industry do which makes good business sense for them',NOT
33373,'her dog ate it votered2018 novoterfraud nocaliforniademocrats buildthewall nosanctuarycities nosafespaces nohomelesscitizen noamnesty nopelosi nowaters noharris nonewsom noschiff nolieu nofeinstien novoterfraud walkaway patriotsunited maga pardonmyfrench ',NOT
32217,' democrats and liberals have dragged this out far too long the american people are tired of it confirm the guy and move on how convenient that this guy is about to be confirmed as a us supreme court justice and someone accuses him of sexual assault from high school ridiculous',NOT
87150,'  this is priceless   they will get to relive this in 2020 go trump',NOT
40559,' hmm id do something like getting really high quality artists to draw really boring cars like a fucking 2002 grand prix or something',OFF
73258,'  how dare you kappa',OFF
66124,' you are being super cute with your hormone storys and i hope all 3 of you are well',NOT
80183,'a cute girl that ive had a crush on since earlier this year just called me funny and i want to throw up',OFF
38487,' is it gun control or anti 2a  i have not seen a single ad attacking 2a  that just  rhetoric to create fear',OFF
15990,'theresa may today i can announce that new longer term partnerships will be opened up to the most ambitious housing associations through a ground breaking £2 billion initiativethe first time any government has offered housing associations such long … ',NOT
85923,' yes  yes she is  and hes fully aware  im fiiiiiine',NOT
35656,' congratulations google finally revealed as the chinese controlled company it has become',NOT
79787,'  boop police department freeze oh shit  she is too cute open boopboopboop ',OFF
54156,'   antifa  had their sites on collins for awhile   toosoon',NOT
27483,'   could be either liberals like this have no shame and will do anything  i suspect it is the latter',OFF
81405,' he also said he had a gatlin gun and niggas that sit on the corner like boxers between rounds',OFF
40500,' attention  is publicizing a target list for antifa on his twitter account this list has high profile names and names of random trump supporters please check his list for your name and report him to ',NOT
62418,' i tear up from laughing so hard every single time i see this priceless cnn should scoop him up for antifa rallies and weather stories creative cameraman job at worst elaine would say this guy is sponge worthy come on cnn  hire this guy as a creative consultant at least',NOT
99765,' you are no longer relevant bob shut it down have a great retirement',NOT
99331,'  but with an active membership in antifa and a book that looks like the imperial flag of japan ',NOT
10974,'  oh no that sucks loudly crying face what if you are sick face vomitingnauseated face',OFF
64623,' i mean  that occasionally works when arguing with liberals or centrists  if you can get them to give up the idea that socialism=authoritarianism  the problem is that conservatives have long since given up the idea that administrative measures are ever the right thing to do',NOT
83372,'                                                  aum rand really  there are few people hat i ostensivly dislike she is definitely up there she actively encourages vice also science is kinda the product of skepticism so that makes no sense',NOT
52993,' we the people   not you the poitician',NOT
20189,' he was either looking to pray or for prey  zany face',NOT
69148,'  ezra is a cockroach who needs to have light shone on',OFF
22348,' constitutional republic micheal this is not greece 2000 years ago',NOT
69392,' thank you for being who you are and never shying away from it for being beautiful and smart and real and black and joyful for showing that black woman can be more than the boxes the world puts them in you are a legend i cant wait to see what you do next goat ',NOT
23198,'  i dont care how many girls thought he was wonderfulall it takes is one young woman to be attacked she had therapy because of what he did to her so dont insinuate shes lying she is a respected professor and has no reason to make this up',NOT
80501,'     thank you mama cookie she is my long distance cousin she will treat you well',NOT
41643,' since i cant do it can you please  call   and tell her none of this is her fault bc honestly ppl r being so vicious to her rn and i just hope she is okayfolded hands ',NOT
44383,' democrats havent done anything but cover up so all you think you have a solution ya dontyou want gun control how about abortion control free medical free ed quit tripping',OFF
22970,' he uses common sense',NOT
33443,'    evidence against manafort was substantial and beyond reasonable doubt on 8 counts he was found guilty in court  any other spin is useless this is how our system works if manafort had problems with verdicts he can appeal them  he is not',NOT
42917,' hplyk fuck',OFF
40807,'    like no one has ever crossed the floor to the liberals hypocrite',NOT
71272,'  poor baby  this is why you and your entire network can not be trusted  the only people still watching cnn are brainwashed liberals and demonrats ',OFF
82657,'  maxine is a cracked pot and should be run out of town   what  a loser she isgrinning face what a joke she is also',OFF
37207,' ikr he is like the biggest fanboy a',NOT
31194,' you kept a scj seat open for over a year with merrick garland it is not fair to push kavanaugh thru he is the most unpopular nominee ever the american people deserve better than this the woman deserves better than this',OFF
18171,'       typical response from liberals when youre making a strong statement thats hard to argue withmegaphonebot great debate angie  maga ',NOT
40482,'      sorry about your son i am sure he would not want you to be hateful  i am not going to question your support for trump you have your reasons and thats fine i think you are above jumping on the hate bandwagon though just an observation',NOT
17964,'  i did not have them in school did us no harm they are a distraction and you are in school to learn ',NOT
30781,'  so kerry thinx bcuz an anti  leftist narrative has bin spread+ heard by everyone in washington that it qualifies it asfactthats not how facts work u dumb leftistthats called an intentional smear spread to create a lie to use as a talking point for desperate dems',NOT
72467,'shop    80s breaking fortniteandroid kungfu fantasy movies trump maga 80s tech texas trending sundaymotivation maga gop gameofthrones beard men news breaking kungfu shop shoponline txsen texas ',NOT
87090,' he is in jail',NOT
72425,' paul george',NOT
15558,' holy shit i love her',OFF
51418,'          ha if you really cant see the hypocrisy that is antifa then you have obvious drunk the cool aid',OFF
18298,' i wish your commie ass would show up to an antifa rally',NOT
41346,'   ohjulyso like 35 amp 3 4 years ago  nothats a difference maker  i had no idea   please share your thoughts on serial woman abuser amp antifa lover  thinking face',NOT
67555,' =  british biased corporation news  blatantly backing conservatives news ',NOT
23565,' what do you care you are going to prison prison regardless ',OFF
61875,' free speech is alive but not so well since all social media platforms are run with a strict dictatorship of opinions by libtards',OFF
72121,'3  eea migration boosts productivity and innovation and has no impact on the training of uk born another  lie nailed ',NOT
15102,' isnt this bodyshaming  good to see the feminists and liberals have no issue with bodyshaming  as long as its directed towards a man',NOT
18776,'   didnt think i could have less respect for whoever she is until now',NOT
60719,' i wonder if they are sex traffic victims',OFF
40417,'   sheesh conservatives should quit while theyre behind obnoxious',NOT
10627,' just came here from the video and man am i discusted by greg seriously he is taking advantage of his sons famef*k gregfire',NOT
65352,'   cares a great deal about how he is perceived the number of people who died is largely irrelevant to him as long as he doesnt look bad not sure how blaming democrats fits with trumps amorality and lack of empathy but his inability to take responsibility fits',OFF
55330,'    in our house this is known as the sadim touch   the reverse midas  when everything turns to ratshit',NOT
63209,' you are welcome to bring a court case to the seychelles',NOT
97003,' is my guy he is my god son',NOT
55167,'  is culturally appropiated a latino nick name  latinosfortrump',NOT
99554,' did he miss his head this is a total lack of gun control',OFF
58699,' if someone is being too nice to you at happy hour and asking probing questions about what you do at pub citizenmake sure to troll them and say youre with antifa or something',OFF
10035,' omg i am so sorry u have to go through that but once she is out it would be worth it i love u austin and ell and lets not forget about the new baby you guys are such good people so keep doing what you do best and keep inspiring me and the other ace family members i love u guyssmiling face with heart eyes',NOT
26260,'      gun violence is low except in democrat controlled cities w  strict gun control policies where criminals are armed and citizens are not',NOT
46127,'    you liberals sure are a delusional lot ha ',NOT
26473,'   why do not get it must be all the liberals that left california for texas for jobs they are trying to make texas like california  poor natives',NOT
84779,'  you are ',NOT
26302,' nothing but an ad for gun control  we gonna keep our 2nd amendment rights fred',NOT
31748,' after slamming the book shut  she carefully balances it on her chairs armrest   very well you are forgiven  with a flick of her wrist  she motions for him to lift his head   you stand before veiaran xilhatarra  first of the argentborn why have you sought me',NOT
34839,' would be great to see you in a scene for  ',NOT
22501,'   super storm sandy hit the north east i agree with you though people here have a bad idea of the east coast and its pretty cool the north east gets all 4 seasons at least we get rain and summer',NOT
53822,'   instead of making up talking points about a culture of responsibility how about you all start taking responsibility  by apologizing to cincinnati for blocking common sense gun control measures this year and for your dogwhistle tweet smearing ',NOT
31963,' i always knew that is how biden and obama felt about conservatives it is just shocking that they so easily admit it now no wonder there is such hatred and violence on the left',OFF
41728,'   i just dont get why the majority of liberals dont show there pic just curious is allwell with that being said i must say i enjoyed  bickering back and forth with youits been realyou have a nice daybeaming face with smiling eyes',NOT
92973,'  he worries about antifa while he invites and poses for pics with known neonazis smdh',OFF
81326,'                                                  did i',NOT
54642,'       islamism amp the left including    marxists progressives socialists amp w  their shock troop brownshirts antifa trying to subvert our constitutional usarepublic',NOT
20779,' cam always finds a way to get the job done whether he throws for 130 yards or 330 yards that why he is as good as he is and that why he is a  franchise qb he is made chicken salad out of chicken poop on numerous occasions',NOT
18315,' get your shit together',OFF
26805,'  no but it is relevant in showing that gun control laws do work the number of deaths via mass shooting went down in the us between 1994 2004 during the assault weapons ban',NOT
95428,' c  she is also wearing black leggings boots this attire was later shown to be her outfit in route 01 enebot',NOT
74363,'  the fact a liberal crosses the floor only indicates that the cpcs platform is more palatable to leftists than to true conservatives thanks god for maxime bernier',NOT
59972,'    that makes zero sense as you are conflating biogenic with non biogenic emission sources',NOT
97422,' there was once a convaluted theory nixon was deep throat',NOT
27147,' star tv',OFF
31977,'                                            the other is the symbol of pedos as confirmed by the fbi ',NOT
45509,' chinas theft of ip is between 400 and 600 billion in economic value stop that for  maga',NOT
56786,' execute himput him in the gas chamber what a joke these liberals are ',NOT
51836,'  you are wrong  time for you to shut your mouth  you  remember when you sent me these tweets    now you know why you are getting tweets in return',NOT
51152,'politicslive since the coalition everyone knows if you vote  you a  government neveragain',NOT
73290,'  he is really bad glove always turned the wrong way how is this possible for a major league catcher',NOT
87496,' aa mr bean should crawl back under his rock',OFF
83795,' she is',NOT
71270,' a lot of democrats and liberals are even criticizing him for giving him the hug he asked for',NOT
17007,' hiya sexy p s bolna xxx',OFF
71851,' you are though',NOT
77590,' as if we didnt already have enough reasons to not watch',NOT
62405,'  somehow i thought harambe was gone and now that big ten led silverback is out in a book tour wonders never cease',NOT
11717,'facebook is a tool of the left liberal democraticparty  theyre censoring conservatives  maga midterms2018 nra 2a 1ab  confirmjudgekavanaugh confirmkavanaugh constitutionday usmc navy  army airforce conservative ',NOT
22919,'  and people take pride in living in a place where survival is a moment to moment struggle a d everything is just shit they feel tougher and stronger than people in successful pleasant educated clean areas not plagued by violence and death ive been that guy',OFF
67302,'  antifa is much much smaller than white supremacists in america and responsible for a fraction of the violence also nazis are bad',OFF
44861,' re ford when she was 15 where were her parents are liberals corrupt politicians all going collude with people to come up with stories from years ago that cant be proved  and to the senator from hawaii shes the reason women have a hard time life aint easy',OFF
81502,' by acting like a spoiled brat  women do not need that sort of help',OFF
93951,'  this pope has to go',NOT
33616,' never going to happen bernier split that party they wo not be in power all the hard core conservatives out west are with bernier',NOT
62718,' k nvm fuck battlefield ',OFF
75101,'  tonight show is that still a thing who knew',NOT
78851,'what the hell are these leftys talking about  they will say anything to stop maga ',OFF
96435,'     she is the coolest thing in tennis way cooler than her opponent tomorrow by such a long shot class coolaintforsale',NOT
63278,' what about trumps promise on the border wall or do we pay for his lie what about gun control and innocent lives taken',OFF
78807,'    time for maga to flip it hugging face',OFF
90628,' but she is ok with killing babies',OFF
22472,'august 2018 – read the best of new novel story pitches ',NOT
55687,' i agree 100 amp then some please go to work   thats 49 senators who need to please take a stand against the obstructionist liberals quit allowing them to make you look inept lead or resign  ',NOT
14062,'      and yet she walks the woods surrounded by peace and tranquility she is sooo not  missing any sleep over trumps distractions crookedtrump rolling on the floor laughingrolling on the floor laughing his so transparent americans are smart and we can see the lies  countrybeforeparty',NOT
69157,' it seems that the more often these types of events occur the more the gun control and safety debate heats up i believe eventually state legislatures will pass laws providing schools with better protection but it is sad that these events have to occur in order to push the agenda',OFF
47202,'  too bad he ca not write a law to take away the stupidity from liberals',OFF
34080,' this is exactly who you sound like  complete dog shit been meaning to tell you this for a while  long cox ',OFF
10200,'              absolutely',NOT
40291,'ruth bader ginsburg came out saying she was groped by abraham lincoln tcot maga rednationrising ',NOT
11773,'  and we dont need levi jeans who just jumped on the gun control band wagon',NOT
89164,'   this picture i love it… because it speaks volumes… you are in your element… and you looked peaceful hundred points ',NOT
88187,'       liberals have had 2 years to play this game an extra week does not matter everyone was well aware who the likely nominees were kavanaugh has been a top name for many years liberals have always had him as a target',OFF
92046,'  yup basically another dead cat ',NOT
79943,' you are here',NOT
35197,' now beto will have three excellent opportunities to sell texans on gun control and open borders  slightly smiling face',NOT
70403,'     sorry to break it to you but the god of the bible is actually just a lesser god from the ancient sumerian and babylonian religions the bible itself isnt unique in its claims nor is it unique in its inability to substantiate said claims try again',OFF
97185,' this nigga is everywhere face with tears of joy face with tears of joyi cant escape his spewsits now time',OFF
24998,' and people think gun control will stop violence',NOT
94288,'   plus she is a real reporter and has the courage of a platoon of marines  smh',NOT
73987,' why why why have u let feinstein stop the vote for judge kavanaugh with a coney letter she had since july and have u seen the letter she is not someone to talk after her 20yr spy no one has investigated',NOT
29363,' embarrassing for the liberalsi wonder who those women raped in schoolface with rolling eyes',OFF
33698,'[bring] our railways back into public ownership  as franchises expire or  in other cases  with franchise reviews or break clauses we will introduce a public ownership of the railways bill to repeal the railways act 1993 under which the conservatives privatised our railways',NOT
95423,' this is an outstanding thread and expert insight  esp about the reagan years which i studied in college he is spot on and there was such a titanic shift begins in the 90s with rhe contract with america bs to the immigration issues in ca prop 187',NOT
29899,'you wo not hear it here  jobless claims lowest since 1969 four years before you were born dow in record territory how many times now since 1 17 got to be a pile of shit in this room of ponies right  at  maga',OFF
61313,'americans are a people of the creed a family in faith formed by an idea and united in defense of the singular concept of liberty wwg1wga maga ',NOT
12502,' you are',NOT
